name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"9 Lives Tender Morsels with Real Ocean Whitefish, Tuna & Cheese Bits in Sauce Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/9-lives-tender-morsels-real-ocean/dp/131889,10.08,12.42,"810 kcal/kg, 126 kcal/can","Water Sufficient For Processing, Meat By-Products, Salmon, Soy Protein Concentrate, Ocean Whitefish, Herring, Wheat Flour, Modified Food Starch, Vegetable Oil (Preserved With BHA/BHT), Tuna, Titanium Dioxide (Color), Natural Flavor, Steamed Bone Meal, Sodium Tripolyphosphate, Salt, Calcium Carbonate, Taurine, Dried Cheese, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Choline Chloride, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Potassium Sorbate (A Preservative), Glycerol Monostearate, Beta-Carotene (Color), Sodium Nitrite (To Promote Color Retention), Canthaxanthin (Color).","{'Item Number': '104407', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '8.0% min', 'Crude Fat': '2.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Castor & Pollux Organix Grain-Free Organic Kitten Recipe Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/castor-pollux-organix-grain-free/dp/177249,53.76,,"1327 kcal/kg, 207 kcal/can","Organic Chicken, Water Sufficient for Processing, Organic Chicken Liver, Organic Pea Protein, Organic Coconut Flour, Organic Dried Egg Product, Organic Dried Peas, Organic Flaxseed, Salmon Oil, Organic Carrots, Organic Cranberries, Organic Dried Alfalfa Meal, Calcium Carbonate, Sodium Phosphate, Taurine, Salt, Potassium Chloride, Choline Chloride, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Manganese Amino Acid Complex, Sodium Selenite, Calcium Iodate), Vitamins (Niacin, Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, d-Calcium Pantothenate, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid).","{'Item Number': '150445', 'Weight': '9.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Kitten', 'Food Form': 'Wet Food', 'Special Diet': 'Organic, Grain-Free, No Corn No Wheat No Soy, Non-GMO, Natural'}","{'Crude Protein': '9.0% min', 'Crude Fat': '7.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '2.1% max', 'Taurine': '0.2% min', 'DHA': '0.1% min'}"
"Feline Natural Beef & Hoki Feast Grain-Free Freeze-Dried Cat Food, 11-oz bag",https://www.chewy.com/feline-natural-beef-hoki-feast-grain/dp/149766,33.99,,"4762 kcal/kg, 205 kcal/cup","Beef heart, Hoki, Beef, Beef Kidney, Beef Liver, Beef Blood, Sunflower Oil, Flaxseed Flakes, New Zealand Green Mussel, Dried Kelp, Taurine, Vitamin E Supplement, Magnesium Oxide, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Vitamin D3 Supplement, Folic Acid.","{'Item Number': '122619', 'Dimensions': '12.2\n                        x 7.8\n                            x 3.5\xa0inches', 'Weight': '11\xa0ounces', 'Lifestage': 'Adult', 'Food Form': 'Freeze-Dried', 'Special Diet': 'Gluten Free, No Corn No Wheat No Soy, Grain-Free, High-Protein, Pea-Free, Non-GMO, Raw'}","{'Crude Protein': '47% min', 'Crude Fat': '32% min', 'Fiber': '1% max', 'Moisture': '8.0% max', 'Taurine': '0.34% min'}"
"Dr. Elsey's cleanprotein Duck Recipe Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/dr-elseys-cleanprotein-duck-recipe/dp/185257,52.56,,"1230 kcal/kg, 192 kcal/5.5oz","Duck, Duck Broth, Duck Liver, Dried Egg Product, Natural Flavor, Agar-Agar, Barley Grass, Potassium Chloride, Choline Chloride, Salmon Oil, Taurine, Magnesium Proteinate, Salt, Dried New Zealand Green Mussels, Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity), Vitamin A Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Organic Sunflower Oil, Ethylenediamine Dihydriodide.","{'Item Number': '158519', 'Weight': '5.5\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Gluten Free, Grain-Free, High-Protein, Pea-Free'}","{'Crude Protein': '10.5% min', 'Crude Fat': '7.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Magnesium': '0.03% max', 'Taurine': '0.10% min'}"
"Ziwi Peak Air-Dried Beef Recipe Cat Food, 14-oz bag",https://www.chewy.com/ziwi-peak-air-dried-beef-recipe-cat/dp/104811,21.99,,"5500 kcal/kg, 312 kcal/scoop","Beef, Beef Heart, Beef Kidney, Beef Tripe, Beef Liver, Beef Lung, New Zealand Green Mussel, Beef Bone, Lecithin, Inulin from Chicory, Dried Kelp, Minerals (Dipotassium Phosphate, Magnesium Sulfate, Zinc Amino Acid Complex, Copper Amino Acid Complex, Iron Amino Acid Complex, Manganese Amino Acid Complex, Sodium Selenite), Salt,  Preservative (Citric Acid, Mixed Tocopherols), Vitamins (Choline Chloride, Thiamine Mononitrate, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), DL-Methionine, Taurine.","{'Item Number': '76942', 'Brand': 'ZiwiPeak', 'Lifestage': 'Adult', 'Food Form': 'Air-Dried, Dehydrated', 'Special Diet': 'Limited Ingredient Diet, No Corn No Wheat No Soy, Grain-Free, Pea-Free, Non-GMO, High-Protein, GMO-Free, Natural'}","{'Crude Protein': '38.0% min', 'Crude Fat': '30.0% min', 'Crude Fiber': '2.0% max', 'Moisture': '14.0% max', 'Ash': '12.0% max', 'Chondroitin SulFate': '1,300 mg/kg min'}"
"Redbarn Naturals Turkey Pate Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/redbarn-naturals-turkey-pate-grain/dp/120641,38.26,42.96,"1231 kcal/kg, 192 kcal/5.5 oz can","Turkey, Turkey Liver, Turkey Broth, Natural Flavors, Alfalfa Meal, Agar-Agar, Parsley, Cranberries, Blueberries, Choline Chloride, Potassium Chloride, Salmon Oil, Salt, Taurine, Dried Green Lipped Mussel (Source of Lysine), Magnesium Proteinate, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D2 Supplement, Folic Acid.","{'Item Number': '93015', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '12.0% min', 'Crude Fat': '7.0% min', 'Crude Fiber': '0.75% max', 'Moisture': '78.0% max', 'Lysine': '0.5% min'}"
"CANIDAE Adore Tuna, Chicken & Whitefish in Broth Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/canidae-adore-tuna-chicken-whitefish/dp/184232,54.96,,"700 kcal/kg; 49 kcal/2.46-oz can, 109 kcal/5.5-oz can","Water For Processing, Tuna, Chicken, Whitefish, Sunflower Oil, Modified Tapioca Starch, Tricalcium Phosphate, Guar Gum, Sodium Acid Pyrophosphate, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate, Copper Amino Acid Complex, Potassium Iodide), Potassium Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex), Taurine, Choline Chloride, Magnesium Sulfate.","{'Item Number': '157489', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Bits in Broth, Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Pea-Free'}","{'Crude Protein': '10.0% min', 'Crude Fat': '1.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '85.0% max'}"
"Castor & Pollux Organix Grain-Free Organic Shredded Chicken & Chicken Liver Recipe in Gravy All Life Stages Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/castor-pollux-organix-grain-free/dp/50649,53.76,,"1121 kcal/kg, 95 kcal/3.0 oz can; 175 kcal/5.5 oz can","Organic Chicken, Water Sufficient for Processing, Organic Pea Protein, Organic Chicken Liver, Organic Dried Egg Product, Organic Coconut Flour, Organic Flaxseed, Calcium Carbonate, Sodium Phosphate, Salt, Organic Dried Alfalfa Meal, Choline Chloride, Potassium Chloride, Organic Guar Gum, Taurine, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Copper Amino Acid Complex, Manganese Amino Acid Complex, Sodium Selenite, Calcium Iodate), Vitamins (Niacin, Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, d-Calcium Pantothenate, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Sodium Alginate, Organic Cranberries, Organic Rosemary, Organic Sage, Xanthan Gum.","{'Item Number': '65698', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Brand': 'Organix', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Organic, No Corn No Wheat No Soy, Non-GMO, Natural'}","{'Crude Protein': '9.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '2.1% max', 'Taurine': '0.1% min'}"
"Friskies Ocean Favorites Meaty Bits Salmon, Shrimp & Brown Rice Wet Cat Food, 5.5-oz can, case of 24",https://www.chewy.com/friskies-ocean-favorites-meaty-bits/dp/241753,15.60,,"967 kcal/kg, 150 kcal/can","Water, Chicken, Meat By-products, Wheat Gluten, Soy Flour, Corn Starch-modified, Salmon, Shrimp, Brown Rice, Artificial And Natural Flavors, Tricalcium Phosphate, Minerals [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Taurine, Choline Chloride, Salt, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A632019","{'Item Number': '215186', 'Weight': '9.4\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '11.0% min', 'Crude Fat': '2.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '79.0% max', 'Ash': '2.5% max', 'Taurine': '0.05% min'}"
"Friskies Lil' Grillers Seared Cuts With Ocean Fish In Gravy Wet Cat Food, 1.55-oz pouches, case of 16",https://www.chewy.com/friskies-lil-grillers-seared-cuts/dp/228906,9.73,16.00,"647 kcal/kg, 28 kcal/pouch","Water, Chicken, Liver, Wheat Gluten, Corn Starch-modified, Ocean Fish, Artificial And Natural Flavors, Soy Flour, Soy Protein Concentrate, Added Color, Taurine, Thiamine Mononitrate (Vitamin B-1). A625519","{'Item Number': '202283', 'Weight': '1.6\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '6.0% min', 'Crude Fat': '0.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '86.0% max', 'Ash': '1.5% max'}"
"Dave's Pet Food Naturally Healthy Grain-Free Fisherman's Stew Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/daves-pet-food-naturally-healthy/dp/132858,28.99,34.99,"886 kcal/kg, 138 kcal/can","Fish Broth, Whitefish, Chicken, Chicken Liver, Dried Egg White, Potato Starch, Tuna, Fish Oil (Preserved With Mixed Tocopherols), Dried Egg Product, Guar Gum, Natural Flavor, Salt, Sodium Phosphate, Potassium Chloride, Minerals (Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Choline Chloride, Rosemary Extract.","{'Item Number': '105396', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Gluten Free, Grain-Free, Pea-Free, Non-GMO'}","{'Crude Protein': '8.0% min', 'Crude Fat': '4.5% min', 'Crude Fiber': '1.5% max', 'Moisture': '82.0% max', 'Ash': '2.8% max', 'Magnesium': '0.025% max', 'Taurine': '0.05% min'}"
"Wellness CORE Grain-Free Indoor Salmon & Herring Meal Recipe Dry Cat Food, 11-lb bag",https://www.chewy.com/wellness-core-grain-free-indoor/dp/172361,40.89,,"3277 kcal/kg, 445 kcal/cup","Salmon, Menhaden Fish Meal, Peas, Herring Meal, Dried Ground Potatoes, Pea Protein, Ground Flaxseed, Pea Fiber, Tomato Pomace, Canola Oil (Preserved With Mixed Tocopherols), Natural Fish Flavor, Choline Chloride, Cranberries, Chicory Root Extract, Taurine, Vitamin E Supplement, L-Carnitine, Zinc Proteinate, Mixed Tocopherols Added To Preserve Freshness, Zinc Sulfate, Calcium Carbonate, Niacin, Iron Proteinate, Ferrous Sulfate, Dried Kelp, Yucca Schidigera Extract, Glucosamine Hydrochloride, Chondroitin Sulfate, Vitamin A Supplement, Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, D-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Menadione Sodium Bisulfite (Vitamin K), Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Ascorbic Acid (Vitamin C), Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract.","{'Item Number': '145512', 'Weight': '11.0\xa0pounds', 'Lifestage': 'Adult', 'Brand': 'WellPet', 'Food Form': 'Dry Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Gluten Free, Indoor'}","{'Crude Protein': '38.0% min', 'Crude Fat': '10.0% min', 'Crude Fiber': '6.0% max', 'Moisture': '10.0% max', 'Calcium': '2.40% max', 'Phosphorus': '1.60% max', 'Vitamin A': '25,000 IU/kg min', 'Vitamin E': '200 IU/kg min', 'Taurine': '0.20% min', 'L Carnitine': '100 mg/kg min', 'Omega-6 Fatty Acids': '1.6% min', 'Omega-3 Fatty Acids': '1.6% min', 'Glucosamine': '400 mg/kg min', 'Chondroitin SulFate': '300 mg/kg min'}"
"I and Love and You Naked Essentials Salmon & Trout Recipe Dry Cat Food, 11-lb bag",https://www.chewy.com/i-love-you-naked-essentials-salmon/dp/243878,27.99,,"3502 kcal/kg, 359 kcal/cup","Salmon, Chicken Meal, Turkey Meal, Chickpeas, Lentils, Ground Peas, Pea Starch, Chicken Fat (Preserved With Mixed Tocopherols), Flaxseeds, Trout, Dried Beet Pulp, Canola Oil, Sweet Potatoes, Natural Flavor, Salt, Brewers Dried Yeast, Choline Chloride, Potassium Chloride, Dried Whole Egg Product, Niacin Supplement, Vitamin E Supplement, Vitamin A Supplement, Vitamin D3 Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Vitamin B12 Supplement, Biotin, Thiamin Mononitrate, Pyridoxine Hydrochloride, Menadione Sodium Bisulfate (Source Of Vitamin K), Folic Acid, Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Calcium Iodate, Dl-Methionine, Fish Oil, Taurine, Dried Chicory Root, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Dried Lactobacillus Aciphophilus Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Reuteri Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Dried Enterococcus Faecium Fermentation Product.","{'Item Number': '217323', 'Weight': '11.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, High-Protein'}","{'Crude Protein': '34.0% min', 'Crude Fat': '14.0% min', 'Crude Fiber': '4.0% max', 'Moisture': '12.0% max', 'Linoleic Acid': '2.5% min', 'Vitamin A': '10,000 IU/Kg min', 'Taurine': '0.10% min', 'Omega 6 Fatty Acids': '2.5% min', 'Omega 3 Fatty Acids': '0.65% min', 'Total Microorganisms (Lactobacillus aciphophilus, Lactobacillus plantarum, Lactobacillus reuteri, Bifidobacterium animalis, Enterococcus faecium)': '1,000,000 cfu/lb min'}"
"Meow Mix Classic Pate Mixed Grill with Real Beef, Tuna & Chicken Cat Food Trays, 2.75-oz, case of 12",https://www.chewy.com/meow-mix-classic-pate-mixed-grill/dp/157593,6.68,8.12,947 kcal/kg; 73 kcal/cup,"Chicken Broth, Meat By-Products, Liver, Beef, Tuna, Chicken, Rice Flour, Sunflower Oil, Tricalcium Phosphate, Salt, Sodium Tripolyphsphate, Potassium Chloride, Guar Gum, Caramel Color, Calcium Sulfate, Natural Flavor, Choline Chloride, Carrageenan, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Menadione Sodium Bisulfite Complex, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Ferrous Sulfate, Zinc Oxide, Manganese Sulfate, Copper Glycine Complex, Potassium Iodide, Sodium Selenite), Taurine, Magnesium Sulfate.","{'Item Number': '130531', 'Weight': '2.0625\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '12.0% min', 'Crude Fat': '3.5% min', 'Crude Fiber': '0.5% max', 'Moisture': '78.0% max', 'Ash': '4.0% min', 'Taurine': '0.05% min'}"
"Wysong Vitality Dry Cat Food, 5-lb bag",https://www.chewy.com/wysong-vitality-dry-cat-food/dp/53858,16.39,,,"Chicken Meal, Chicken, Turkey Meal, Brown Rice, Peas, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols), Flaxseeds, Dried Plain Beet Pulp, Natural Flavor, Sesame Seeds, Montmorillonite Clay, Crab Meal, Dried Whey, Salt, Taurine, Calcium Carbonate, Dried Tomato Pomace, Calcium Propionate (a preservative), Choline Chloride, Coconut Oil, Organic Barley Grass Powder, Dried Blueberry Powder, Dried Kelp, Dried Yogurt, Yeast Extract, Citric Acid (a preservative), Dried Kale, Dried Spinach, Dried Carrots, Apple Pectin, Fish Oil, Mixed Tocopherols (a preservative), Rosemary Extract, Inulin, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product, Pepper.","{'Item Number': '68935', 'Weight': '5.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'N/A'}","{'Crude Protein': '42.0% min', 'Crude Fat': '17.0% min', 'Crude Fiber': '5.5% max', 'Moisture': '10.0% max', 'Taurine': '0.2% min'}"
"Wellness Cubed Salmon Dinner Morsels in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/wellness-cubed-salmon-dinner-morsels/dp/37260,31.92,,"837 kcal/kg, 71 kcal/can","Salmon, Fish Broth, Water Sufficient For Processing, Dried Egg Whites, Dried Ground Peas, Natural Flavor, Dried Egg Product, Guar Gum, Spinach, Sodium Phosphate, Salt, Ground Flaxseed, Potassium Chloride, Choline Chloride, Cranberries, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Calcium Carbonate, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine.","{'Item Number': '52113', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Lifestage': 'Adult', 'Brand': 'WellPet', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy'}","{'Crude Protein': '8.0% min', 'Crude Fat': '3.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '82.0% max', 'Ash': '2.8% max', 'Magnesium': '0.025% max', 'Taurine': '0.05% min'}"
