name	url	our_price	list_price	ingredients	%_protein_min	%_fat_min	%_fiber_max	%_moisture_max	item_number	weight	lifestage	food_form	special_diet	packaging_type	food_texture	brand	breed_size	dimensions	small_pet_type	%_misc_components	kcal_per_kg	kcal_per_lb	kcal_per_oz	kcal_per_cup	kcal_per_item	item_volume_for_kcal	total_mass_lb	item_oz	item_count	moisture_warning	conversion_warning
Natural Balance L.I.D. Limited Ingredient Diets High Protein Whitefish Formula in Broth Wet Cat Food, 2.5-oz, case of 24	https://www.chewy.com/natural-balance-lid-limited/dp/177772	30.11	35.76	Whitefish, Fish Broth, Sunflower Oil, Carrots, Tapioca Starch, Calcium Sulfate, Sodium Tripolyphosphate, Sodium Acid Pyrophosphate, Salt, Taurine, Potassium Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, D-calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Choline Chloride, Minerals (Zinc Sulfate, Reduced Iron, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Sodium Selenite), Magnesium Sulfate.	11.0	2.0	1.0	83.0	150975.0	4.654	adult	wet food	limited ingredient diet grain-free high-protein no corn no wheat no soy sensitive digestion pea-free	pouch	bits in broth					0.05	776.0			55.0				2.5	24.0		
Dave's Pet Food Saucey Tuna & Salmon Dinner in Gravy Grain-Free Wet Cat Food, 2.8-oz pouch, case of 24	https://www.chewy.com/daves-pet-food-saucey-tuna-salmon/dp/178022	15.29	26.19	Fish Broth, Tuna, Salmon, Tapioca Starch, Salt, Tricalcium Phosphate, Guar Gum, Magnesium Sulfate, Potassium Chloride, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate Monohydrate, Copper Glycine Complex, Potassium Iodide), Vitamins (Taurine, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B2 Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Vitamin K3 Supplement (Menadione Sodium Bisulfite)), Calcium Sulfate, Celery Powder	8.0	2.0	1.0	82.0	151230.0	2.1	adult	wet food	grain-free pea-free	pouch	chunks in gravy					3.5	816.0				64.0			2.8	24.0		
VICTOR Turkey & Salmon Dinner Paté Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/victor-turkey-salmon-dinner-pate/dp/134763	30.96		Turkey, Turkey Broth, Animal Liver, Potatoes, Salmon, Peas, Carrots, Dried Egg Product, Brewer’s Rice, Barley, Guar Gum, Flaxseed Meal, Potassium Chloride, Carrageenan, Cranberries, Dried Blueberries, Apples, Taurine, Inulin, Yucca Schidigera Extract, Dried Kelp, Salt, Dried Parsley, Choline Chloride, Iron Proteinate, Zinc Proteinate, Thiamine Mononitrate, Vitamin E Supplement, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Potassium Iodide, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.	9.0	6.0	1.5	78.0	107350.0		adult	wet food	no corn no wheat no soy gluten free	can	pate					0.05	1163.0				181.0			5.5	24.0		
Almo Nature HQS Natural Tuna & Whitebait Smelt in Broth Grain-Free Canned Cat Food, 2.47-oz, case of 24	https://www.chewy.com/almo-nature-natural-tuna-whitebait/dp/121204	38.16		Tuna, Water Sufficient for Cooking, Whitebait.	17.0	0.5	1.0	80.0	93595.0		adult	wet food	no corn no wheat no soy gluten free grain-free limited ingredient diet pea-free	can	minced					2.0	630.0							2.47	24.0		kcal/product required a conversion between mass and volume
Almo Nature HQS Natural Chicken with Pumpkin in Broth Grain-Free Canned Cat Food, 2.47-oz, case of 24	https://www.chewy.com/almo-nature-natural-chicken-pumpkin/dp/121179	38.16		Chicken, Water Sufficient for Cooking, Pumpkin.	16.0	0.5	0.1	81.0	93570.0		adult	wet food	no corn no wheat no soy gluten free grain-free limited ingredient diet pea-free	can	minced					0.7	621.0							2.47	24.0		kcal/product required a conversion between mass and volume
Feline Natural Lamb Feast Grain-Free Canned Cat Food, 6-oz, case of 24	https://www.chewy.com/feline-natural-lamb-feast-grain-free/dp/183887	86.16		Lamb, Water Sufficient For Processing, Lambtripe, Lamb Heart, Lamb Kidney, Lamb Spleen, Lamb Liver, Lamb Blood, Ground Lamb Bone, New Zealand Green Mussel, Fish Oil, Flaxseed Flakes, Potassium Sulphate, Dried Kelp, Salt, Taurine, Vitamin E Supplement, Magnesium Oxide, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Thiamine Mononitrate, Vitamin D3 Supplement, Folic Acid.	8.0	8.0	0.3	82.0	157141.0	9.0	adult	wet food	no corn no wheat no soy limited ingredient diet gluten free grain-free high-protein pea-free non-gmo	can	pate					0.07	1211.0				103.0			6.0	24.0		
BFF OMG Belly Rubs! Tuna & Beef Wet Canned Cat Food, 2.8-oz can, case of 12	https://www.chewy.com/bff-omg-belly-rubs-tuna-beef-wet/dp/208927	13.49	14.49	Tuna Broth, Tuna, Beef, Tapioca Starch, Sunflower Oil, Natural Flavor, Calcium Sulfate, Guar Gum, Celery Extract, Coconut Oil, Taurine, Salt, Vitamin E Supplement, Zinc Oxide, Niacin Supplement (Vitamin B3), Reduced Iron, Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B6), Copper Amino Acid Complex, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source of Vitamin K).	9.0	2.0	1.0	85.0	182258.0		adult	wet food		can	chunks in gravy					3.0					58.0			2.8	12.0		
Health Extension Grain-Free Real Turkey Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/health-extension-grain-free-real/dp/116443	35.76		Turkey, Turkey Broth, Butternut Squash, Guar Gum, Taurine, Vitamins {Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Riboflavin Supplement (Source of Vitamin B2), Folic Acid, Vitamin B12 Supplement, Biotin, Vitamin D2 Supplement}, Minerals {Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Selenium Yeast, Potassium Iodide}.	10.0	6.0	1.5	78.0	88711.0	12.0	adult	wet food	gluten free no corn no wheat no soy grain-free pea-free non-gmo	can	pate	vets choice		14.0		3.025					214.5			5.5	24.0		
Triumph Chicken, Rice & Sweet Potato Recipe Dry Cat Food, 7-lb bag	https://www.chewy.com/triumph-chicken-rice-sweet-potato/dp/107436	10.89		Deboned Chicken, Chicken Meal, Whole Ground Barley, Oatmeal, Whole Ground Rice, Fish Meal, Chicken Fat (Preserved with Mixed Tocopherols), Turkey Meal, Dried Cellulose, Natural Chicken Flavor, Potatoes, Peas, Whole Carrots, Whole Sweet Potatoes, Peas, Cranberries, Blueberries, Flaxseed Meal, Barley Grass, Dried Parsley, Alfalfa Meal, Dried Kelp, Taurine, Salt, Yucca Schidigera Extract, L-Carnitine, L-Lysine, Dried Chicory Root, Beta Carotene, Vitamins: Choline Chloride, Vitamin E Supplement, Vitamin A Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Niacin, Folic Acid, Biotin, Vitamin B12 Supplement, Minerals: Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate, Potassium Chloride, Calcium Carbonate, Brewers Dried Yeast, Zinc Sulfate, Dried Lactobacillus Acidolphilus Fermentation Product, Bacillus Subtilis Fermentation Product, Dried Enterococcus Faecium Fermentation Product.	32.0	15.0	4.5	10.0	79602.0	7.0	adult	dry food	no corn no wheat no soy							0.0	3633.0			371.0			7.0		1.0		
BFF OMG Chase Me! Tuna & Chicken Flavor Wet Canned Cat Food, 5.5-oz can, case of 8	https://www.chewy.com/bff-omg-chase-me-tuna-chicken-flavor/dp/208922	12.34	12.99	Tuna Broth, Tuna, Chicken, Sunflower Oil, Tapioca Starch, Natural Flavor, Calcium Sulfate, Guar Gum, Celery Extract, Coconut Oil, Taurine, Tricalcium Phosphate, Salt, Vitamin E Supplement, Zinc Oxide, Niacin Supplement (Vitamin B3), Reduced Iron, Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Sodium Selenite, Vitamin B12 Supplement, Manganese Sulfate, Pyridoxine Hydrochloride (Vitamin B6), Copper Amino Acid Complex, Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Biotin Supplement, Vitamin D3 Supplement, Folic Acid, Potassium Iodide, Menadione Sodium Bisulfite Complex (Source of Vitamin K).	9.0	2.0	1.0	85.0	182253.0		adult	wet food		can	chunks in gravy					3.0					58.0			5.5	8.0		
Evanger's Super Premium Seafood & Caviar Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/evangers-super-premium-seafood-caviar/dp/44996	30.99	50.15	Salmon, Chicken, Water Sufficient for Processing, Chicken Liver, Caviar, Taurine, Vitamins [Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Thiamine Mononitrate (Source of Vitamin B1), Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride (Source of Vitamin B6), Riboflavin Supplement (Source of Vitamin B2), Folic Acid, Vitamin B12 Supplement, Biotin, Vitamin D2 Supplement], Minerals [Zinc Sulfate, Iron Sulfate, Copper Sulfate, Manganese Sulfate, Sodium Selenite, Potassium Iodide].	10.0	6.0	1.5	78.0	60003.0		adult	wet food	high-protein no corn no wheat no soy grain-free gluten free pea-free	can	pate					2.0	152.0				237.0			5.5	24.0		
Dave's Pet Food Naturally Healthy Grain-Free Chicken & Herring Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/daves-pet-food-naturally-healthy/dp/51687	34.99		Chicken, Chicken Liver, Whitefish, Chicken Broth, Herring, Flaxseed, Natural Flavor, Carrots, Dicalcium Phosphate, Calcium Carbonate, Choline Chloride, Potassium Chloride, Carrageenen, Guar Gum, Sweet Potato, Salt, Taurine, Blueberries, Cranberry, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantohtenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D2 Supplement, Menadione, Sodium Bisulfite Complex, Folic Acid, Iron Proteinate (Source of Chelated Iron) Zinc Proteinate (Source of Chelated Zinc) Manganese Proteinate (Source of Chelated Manganese) Copper Proteinate (Source of Chelated Copper), Sodium Selenite, Calcium Iodate, Beta-Carotene.	9.0	5.5	1.0	78.0	66743.0		adult	wet food	grain-free gluten free pea-free	can	pate					2.9699999999999998					211.0			5.5	24.0		
Merrick Backcountry Grain-Free Beef Pate Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/merrick-backcountry-grain-free-beef/dp/177181	45.36		Deboned Beef, Beef Broth, Deboned Chicken, Chicken Liver, Pea Protein, Potato Protein, Natural Flavor, Dried Egg Product, Calcium Carbonate, Sodium Phosphate, Guar Gum, Potassium Chloride, Salt, Choline Chloride, Salmon Oil, Agar-Agar, Flaxseed, Locust Bean Gum, Xanthan Gum, Taurine, Minerals (Zinc Amino Acid Complex, Iron Amino Acid Complex, Manganese Amino Acid Complex, Copper Amino Acid Complex, Potassium Iodate, Cobalt Glucoheptonate, Sodium Selenite), Vitamins (Vitamin E Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin A Supplement, Niacin, Vitamin D3 Supplement, Riboflavin Supplement, Folic Acid, Pyridoxine Hydrochloride, Biotin, Thiamine Mononitrate).	12.0	4.0	1.2	78.0	150376.0	10.53	adult	wet food	grain-free no corn no wheat no soy gluten free high-protein natural	can	pate					3.2	1016.0							5.5	24.0		kcal/product required a conversion between mass and volume
Rachael Ray Nutrish Purrfect Entrees Pawesome Paella Cat Food Trays, 2-oz, case of 12	https://www.chewy.com/rachael-ray-nutrish-purrfect-entrees/dp/210951	16.99		Chicken Broth, Chicken, Palm Oil, Shrimp, Calamari, Carrots, Tomatoes, Dicalcium Phosphate, Tomato Paste, Xanthan Gum, Pea Protein, Potassium Chloride, Guar Gum, Choline Chloride, Salt, Parsley, Magnesium Sulfate, Calcium Carbonate, Taurine, Fish Oil, Zinc Proteinate, Iron Proteinate, Paprika Extract (Color), Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate, Niacin, Manganese Proteinate, Vitamin A Supplement, Copper Proteinate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin, Vitamin B12 Supplement, Pyridoxine Hydrocholoride, Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity).	9.0	5.0	2.0	82.0	184292.0	2.304	adult	wet food	grain-free	tray	bits in broth					0.05	1159.0			66.0				2.0	12.0		
Almo Nature HQS Natural Trout & Tuna in Broth Grain-Free Canned Cat Food, 2.47-oz, case of 24	https://www.chewy.com/almo-nature-natural-trout-tuna-in/dp/121200	38.16		Trout, Tuna, Water Sufficient for Cooking.	13.0	3.0	1.0	80.0	93591.0		adult	wet food	no corn no wheat no soy gluten free grain-free limited ingredient diet pea-free	can	minced					3.0	710.0							2.47	24.0		kcal/product required a conversion between mass and volume
Redbarn Naturals Ocean Fish Healthy Weight Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/redbarn-naturals-ocean-fish-healthy/dp/120649	34.34	42.96	Ocean Fish, Fish Broth, Peas, Natural Flavors, Alfalfa Meal, Cranberries, Agar-Agar, Parsley, Salmon Oil, Blueberries, Potassium Chloride, Choline Chloride, Taurine, Dried Green Lipped Mussel (Source of Lysine), L-Carnitine, Yucca Schidigera, Iron Proteinate, Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate, Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D2 Supplement, Folic Acid.	11.0	6.5	1.0	78.0	93023.0		adult	wet food	grain-free weight control no corn no wheat no soy	can	pate					0.5	1180.0		417.0		417.0			5.5	24.0		
Blackwood Chicken Meal & Rice Recipe Lean Dry Cat Food, 13.22-lb bag	https://www.chewy.com/blackwood-chicken-meal-rice-recipe/dp/106928	31.99		Chicken Meal, Brown Rice, Millet, Ground Grain Sorghum, Oat Groats, Egg Product, Pea Protein, Menhaden Fish Meal, Brewers Dried Yeast, Natural Flavor, Chicken Fat (Preserved with Mixed Tocopherols), Dried Plain Beet Pulp, Whole Ground Flaxseed, DL-Methionine, Menhaden Fish Oil (Preserved with Mixed Tocopherols), Potassium Chloride, L-Lysine, Lecithin, Taurine, Dried Cranberries, Dried Blueberries, L-Ascorbyl-2-Polyphosphate, Yucca Schidigera Extract, Calcium Carbonate, Vitamin E Supplement, Niacin Supplement, Mixed Tocopherols, Dried Seaweed Meal, Thiamine Monoitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Biotin, Folic Acid, Potassium Chloride, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate, Sodium Selenite, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bifidobacterium animalis Fermentation Product, Dried Lactobacillus reuteri Fermentation Product.	30.0	9.0	3.2	10.0	79091.0	13.22	adult	dry food	no corn no wheat no soy weight control pea-free							2.2	3328.0			366.0			13.22		1.0		
Evolve Classic Seafood Recipe Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/evolve-classic-seafood-recipe-canned/dp/107575	30.96		Chicken, Ocean Whitefish, Salmon Broth, Chicken Liver, Dried Egg Product, Brown Rice, Cranberries, Peas, Carrots, Guar Gum, Salt, Potassium Chloride, Taurine ,Ground Flaxseed, Natural Flavor, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Choline Chloride, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Magnesium Sulfate, Inulin, Carrageenan, Brewers Dried Yeast, Yucca Schidigera Extract.	10.0	6.0	1.0	78.0	79742.0		adult	wet food		can	pate					3.3300000000000005	1230.0				192.0			5.5	24.0		
Health Extension Grain-Free Chicken & Pumpkin Recipe Canned Cat Food, 2.8-oz, case of 24	https://www.chewy.com/health-extension-grain-free-chicken/dp/137859	27.16	28.56	Chicken, Chicken Broth, Pumpkin, Tapioca Starch, Pea Protein, Tricalcium Phosphate, GuarGum, Coconut Oil, Apple Cider Vinegar, Choline Chloride, Potassium Chloride, Magnesium Sulfate, Taurine, ZincProteinate, Disodium EDTA, Iron Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Manganese Proteinate, Niacin, Vitamin A Supplement, Copper Proteinate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity).	10.0	2.0	1.0	84.0	110493.0	7.0	adult	wet food	gluten free grain-free no corn no wheat no soy non-gmo	can	pate	vets choice		11.25		3.0	1359.0				108.0			2.8	24.0		
Almo Nature HQS Natural Chicken and Cheese Adult Grain-Free Canned Cat Food, 2.47-oz, case of 24	https://www.chewy.com/almo-nature-natural-chicken-cheese/dp/121177	38.16		Chicken, Water Sufficient for Cooking, Cheese.	16.0	0.5	1.0	80.0	93568.0	3.63	adult	wet food	no corn no wheat no soy gluten free grain-free limited ingredient diet pea-free	can	minced					3.0	600.0							2.47	24.0		kcal/product required a conversion between mass and volume
CANIDAE Grain-Free PURE Ancestral Diet Freeze-Dried Raw Coated Fish Formula with Salmon Dry Cat Food, 5-lb bag	https://www.chewy.com/canidae-grain-free-pure-ancestral/dp/186510	19.49	24.99	Salmon, Tuna, Whitefish Meal, Chicken Meal, Turkey Meal, Peas, Dried Egg, Chicken Fat, Suncured Alfalfa, Lamb Meal, Potatoes, Natural Flavor, Flaxseed, Freeze-Dried Salmon, Minerals (Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Manganous Oxide, Sodium Selenite), Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Calcium Pantothenate, Menadione Sodium Bisulfite Complex, Riboflavin, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Choline Chloride, Dl-Methionine, Taurine, Mixed Tocopherols (A Preservative), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Trichoderma Longibrachiatum Fermentation Extract.	40.0	18.0	3.5	9.0	159780.0	5.0	adult	dry food freeze-dried	grain-free no corn no wheat no soy raw high-protein							4.15	3612.0			523.0			5.0		1.0		
Tender & True Chicken & Brown Rice Recipe Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/tender-true-chicken-brown-rice-recipe/dp/142637	31.99	34.99	Chicken, Water Sufficient For Processing, Pea Flour, Chicken Liver, Chicken Heart, Brown Rice Flour, Salmon Oil (Preserved With Mixed Tocopherols), Salt, Natural Flavors, Calcium Carbonate, Agar-Agar, Sodium Phosphate, Choline Chloride, Dry Chicken Broth, Sodium Phosphate, Chicken Broth, Potassium Chloride, Taurine, Magnesium Proteinate, Dl-Methionine, Tricalcium Phosphate, Zinc Proteinate, Iron Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Calcium Pantothenate, Copper Proteinate, Biotin, Vitamin A Supplement, Manganese Proteinate, Sodium Selenite, Riboflavin Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Calcium Iodate, Vitamin D3 Supplement, Folic Acid.	8.5	6.0	2.25	78.0	115379.0	5.5	adult	wet food	no corn no wheat no soy	can	pate					0.0	1200.0				185.0			5.5	24.0		
Triumph Meals of Victory Liver Recipe in Savory Juices Cat Food Trays, 3.5-oz, case of 15	https://www.chewy.com/triumph-meals-victory-liver-recipe-in/dp/153386	18.34		Poultry, Water Sufficient For Processing, Chicken Liver, Calcium Carbonate, Powdered Cellulose, Locust Bean Gum, Carrageenan, Sodium Tripolyphosphate, Canola Oil, Vitamin E Supplement,Salt, Magnesium Carbonate, Ascorbic Acid, Taurine, Zinc Sulfate, Xanthan Gum, Thiamine Hydrochloride, Pyridoxine Hydrochloride, Manganese Sulfate, Copper Amino Acid Chelate, Folic Acid, Calcium Iodate, Biotin,Vitamin D3 Supplement.	10.0	4.2	1.5	81.5	126280.0	3.3	adult	wet food	no corn no wheat no soy pea-free	tray	bits in broth					0.0	707.0				71.0			3.5	15.0		
